N,P,K,temperatura,umidade,ph,precipitacao,indice_sucesso,tipo_temperatura,tipo_solo,solo_nutrientes,tipo_cultura,rotulo
41,74,18,"28,76","61,03","6,6","73,38","93,83",Moderado,Neutro,Alto,Grão,Feijão-preto
58,79,17,"27,25","66,1","7,04","62,32","84,59",Moderado,Neutro,Alto,Grão,Feijão-preto
27,62,24,"28,63","66,77","7,35","62,27","86,55",Moderado,Neutro,Alto,Grão,Feijão-preto
27,60,17,"26,42","63,65","7,03","64,42","87,59",Moderado,Neutro,Alto,Grão,Feijão-preto
52,65,20,"32,82","66,16","6,81","68,84","91,66",Quente,Neutro,Alto,Grão,Feijão-preto
44,55,25,"29,63","65,91","7,42","71,16","89,07",Moderado,Neutro,Alto,Grão,Feijão-preto
21,62,24,"33,49","62,73","6,85","65,45","83,44",Quente,Neutro,Alto,Grão,Feijão-preto
60,59,22,"31,87","66,74","7,19","74,22","84,17",Quente,Neutro,Alto,Grão,Feijão-preto
33,77,21,"30,33","65,63","7,01","71,65","91,94",Quente,Neutro,Alto,Grão,Feijão-preto
59,58,17,"28,55","66,31","7,37","62,83","85,48",Moderado,Neutro,Alto,Grão,Feijão-preto
29,63,17,"30,03","67,89","7,26","66,47","91,28",Quente,Neutro,Alto,Grão,Feijão-preto
59,63,18,"31,66","60,13","6,53","66,69","87,41",Quente,Neutro,Alto,Grão,Feijão-preto
29,70,15,"30,33","63,55","6,87","74,17","88,97",Quente,Neutro,Alto,Grão,Feijão-preto
58,73,16,"33,37","65,68","6,87","64,9","85,57",Quente,Neutro,Alto,Grão,Feijão-preto
55,77,22,"31,43","62,99","7,76","64,78","86,9",Quente,Alcalino,Alto,Grão,Feijão-preto
42,79,23,"27,72","63,29","6,78","68,57","91,18",Moderado,Neutro,Alto,Grão,Feijão-preto
44,77,21,"32,64","61,3","7,33","61,84","90,52",Quente,Neutro,Alto,Grão,Feijão-preto
38,62,25,"32,75","67,78","7,45","63,38","89,49",Quente,Neutro,Alto,Grão,Feijão-preto
32,76,15,"28,05","63,5","7,6","43,36","79,01",Moderado,Alcalino,Alto,Grão,Lentilha
13,61,22,"19,44","63,28","7,73","46,83","86,6",Moderado,Alcalino,Alto,Grão,Lentilha
38,60,20,"29,85","60,64","7,49","46,8","75,27",Moderado,Neutro,Alto,Grão,Lentilha
11,74,17,"21,36","69,92","6,63","46,64","85,85",Moderado,Neutro,Alto,Grão,Lentilha
37,71,16,"26,29","68,52","7,32","46,14","77,91",Moderado,Neutro,Alto,Grão,Lentilha
29,71,18,"22,17","62,14","6,41","53,47","83,94",Moderado,Neutro,Alto,Grão,Lentilha
2,72,18,"26,58","60,98","7,84","50,89","78,72",Moderado,Alcalino,Alto,Grão,Lentilha
6,59,21,"26,59","66,14","6,14","50,91","81,35",Moderado,Neutro,Alto,Grão,Lentilha
13,64,20,"19,13","62,58","6,59","36,47","85,72",Moderado,Neutro,Alto,Grão,Lentilha
8,58,17,"28,75","69,16","7,29","35,15","78,0",Moderado,Neutro,Alto,Grão,Lentilha
6,77,20,"25,79","60,28","6,06","49,14","82,75",Moderado,Neutro,Alto,Grão,Lentilha
2,75,22,"23,89","61,79","6,66","52,56","77,56",Moderado,Neutro,Alto,Grão,Lentilha
3,69,23,"28,67","63,19","7,3","42,96","78,52",Moderado,Neutro,Alto,Grão,Lentilha
27,80,24,"28,42","61,77","7,82","49,02","81,25",Moderado,Alcalino,Alto,Grão,Lentilha
39,78,15,"21,35","62,6","5,93","41,78","71,76",Moderado,Neutro,Alto,Grão,Lentilha
40,79,17,"21,13","63,19","6,4","38,72","71,23",Moderado,Neutro,Alto,Grão,Lentilha
37,62,22,"24,02","61,62","7,4","49,78","77,39",Moderado,Neutro,Alto,Grão,Lentilha
31,60,24,"25,4","65,86","7,72","51,92","80,01",Moderado,Alcalino,Alto,Grão,Lentilha
22,67,22,"29,03","64,49","7,48","54,94","88,04",Moderado,Neutro,Alto,Grão,Lentilha
3,78,18,"20,21","68,65","6,89","50,9","76,62",Moderado,Neutro,Alto,Grão,Lentilha
4,80,16,"29,2","68,02","7,44","44,93","76,83",Moderado,Neutro,Alto,Grão,Lentilha
13,61,24,"18,3","69,69","7,63","49,39","82,31",Moderado,Alcalino,Alto,Grão,Lentilha
12,66,20,"27,41","63,42","7,34","44,43","90,12",Moderado,Neutro,Alto,Grão,Lentilha
4,61,21,"24,84","60,09","6,75","48,78","81,16",Moderado,Neutro,Alto,Grão,Lentilha
9,60,21,"29,94","67,31","7,52","40,37","81,65",Moderado,Alcalino,Alto,Grão,Lentilha
18,66,22,"25,88","67,55","6,35","47,9","94,07",Moderado,Neutro,Alto,Grão,Lentilha
32,56,18,"20,05","65,84","7,14","46,05","80,6",Moderado,Neutro,Alto,Grão,Lentilha
6,72,15,"22,99","66,71","7,67","54,49","79,25",Moderado,Alcalino,Alto,Grão,Lentilha
15,77,20,"25,13","66,93","7,4","49,04","91,84",Moderado,Neutro,Alto,Grão,Lentilha
0,65,24,"28,5","62,45","7,84","53,15","72,53",Moderado,Alcalino,Alto,Grão,Lentilha
30,79,22,"18,29","69,49","6,25","48,6","78,71",Moderado,Neutro,Alto,Grão,Lentilha
3,63,16,"24,38","61,18","6,87","53,14","78,02",Moderado,Neutro,Alto,Grão,Lentilha
2,78,23,"21,32","66,44","7,32","45,43","77,0",Moderado,Neutro,Alto,Grão,Lentilha
10,78,18,"18,54","62,71","6,3","44,08","83,47",Moderado,Neutro,Alto,Grão,Lentilha
14,67,25,"25,29","60,86","7,24","49,37","87,74",Moderado,Neutro,Alto,Grão,Lentilha
39,65,23,"25,43","69,13","7,69","41,03","74,7",Moderado,Alcalino,Alto,Grão,Lentilha
19,72,15,"28,84","69,76","6,89","44,09","90,32",Moderado,Neutro,Alto,Grão,Lentilha
18,57,21,"27,38","63,94","6,16","49,47","91,62",Moderado,Neutro,Alto,Grão,Lentilha
31,58,15,"28,32","60,19","6,17","45,37","78,94",Moderado,Neutro,Alto,Grão,Lentilha
28,58,25,"27,48","62,05","6,86","37,81","78,88",Moderado,Neutro,Alto,Grão,Lentilha
5,65,19,"18,28","68,1","6,98","48,8","80,38",Moderado,Neutro,Alto,Grão,Lentilha
16,65,19,"27,61","69,3","7,04","42,72","92,02",Moderado,Neutro,Alto,Grão,Lentilha
34,65,19,"23,44","63,22","5,94","45,4","84,07",Moderado,Neutro,Alto,Grão,Lentilha
14,69,19,"20,96","63,68","7,24","52,4","90,1",Moderado,Neutro,Alto,Grão,Lentilha
22,55,16,"23,79","68,03","6,52","49,74","88,15",Moderado,Neutro,Alto,Grão,Lentilha
24,61,17,"22,64","65,45","6,23","38,3","87,36",Moderado,Neutro,Alto,Grão,Lentilha
2,79,15,"21,54","65,47","7,51","35,75","72,92",Moderado,Alcalino,Alto,Grão,Lentilha
26,63,17,"29,88","65,73","6,95","44,96","86,05",Moderado,Neutro,Alto,Grão,Lentilha
27,61,15,"25,27","67,1","6,96","48,34","85,03",Moderado,Neutro,Alto,Grão,Lentilha
24,70,16,"25,18","68,93","6,55","35,03","86,63",Moderado,Neutro,Alto,Grão,Lentilha
13,74,25,"24,12","61,1","6,46","44,24","86,96",Moderado,Neutro,Alto,Grão,Lentilha
6,64,23,"23,34","67,4","7,07","36,19","79,59",Moderado,Neutro,Alto,Grão,Lentilha
12,58,23,"21,75","63,4","6,77","50,43","84,41",Moderado,Neutro,Alto,Grão,Lentilha
32,79,22,"27,6","63,46","5,92","54,38","77,81",Moderado,Neutro,Alto,Grão,Lentilha
6,68,18,"24,39","62,5","6,71","47,26","86,11",Moderado,Neutro,Alto,Grão,Lentilha
10,79,20,"24,98","66,9","6,38","38,21","85,53",Moderado,Neutro,Alto,Grão,Lentilha
38,77,22,"28,23","69,32","6,31","35,37","71,14",Moderado,Neutro,Alto,Grão,Lentilha
17,74,17,"26,03","69,56","7,39","37,11","89,6",Moderado,Neutro,Alto,Grão,Lentilha
26,68,24,"28,05","64,08","7,5","37,16","83,85",Moderado,Neutro,Alto,Grão,Lentilha
23,75,17,"24,87","64,0","7,2","48,28","91,15",Moderado,Neutro,Alto,Grão,Lentilha
32,78,22,"23,97","62,36","7,01","53,41","79,86",Moderado,Neutro,Alto,Grão,Lentilha
19,79,19,"20,06","67,76","6,68","42,9","92,05",Moderado,Neutro,Alto,Grão,Lentilha
22,60,18,"19,59","61,29","6,74","41,77","88,21",Moderado,Neutro,Alto,Grão,Lentilha
28,69,16,"29,77","66,29","6,55","35,7","81,12",Moderado,Neutro,Alto,Grão,Lentilha
1,67,21,"27,52","60,54","6,55","48,06","78,51",Moderado,Neutro,Alto,Grão,Lentilha
12,67,23,"25,63","63,15","6,59","45,5","89,32",Moderado,Neutro,Alto,Grão,Lentilha
36,67,20,"20,39","60,48","6,92","53,32","77,16",Moderado,Neutro,Alto,Grão,Lentilha
28,70,21,"25,39","60,5","7,44","39,18","85,96",Moderado,Neutro,Alto,Grão,Lentilha
12,71,19,"24,91","60,71","7,14","42,2","90,4",Moderado,Neutro,Alto,Grão,Lentilha
22,68,16,"27,7","63,21","7,75","37,46","88,54",Moderado,Alcalino,Alto,Grão,Lentilha
26,66,22,"18,06","65,1","6,3","51,55","84,18",Moderado,Neutro,Alto,Grão,Lentilha
16,65,16,"18,13","62,46","6,08","50,61","87,05",Moderado,Neutro,Alto,Grão,Lentilha
14,59,22,"23,83","67,9","6,77","46,91","89,55",Moderado,Neutro,Alto,Grão,Lentilha
33,59,19,"23,19","62,75","7,64","49,55","81,89",Moderado,Alcalino,Alto,Grão,Lentilha
21,63,17,"25,09","68,18","6,56","41,45","91,84",Moderado,Neutro,Alto,Grão,Lentilha
0,69,21,"25,87","61,88","7,07","36,68","76,85",Moderado,Neutro,Alto,Grão,Lentilha
10,75,17,"18,44","68,05","7,73","39,01","81,13",Moderado,Alcalino,Alto,Grão,Lentilha
30,61,18,"27,15","67,03","6,16","52,51","82,16",Moderado,Neutro,Alto,Grão,Lentilha
0,74,17,"23,33","64,51","7,24","47,02","78,52",Moderado,Neutro,Alto,Grão,Lentilha
35,74,22,"26,72","62,97","6,9","42,87","78,99",Moderado,Neutro,Alto,Grão,Lentilha
7,63,24,"19,56","64,45","6,82","53,05","78,16",Moderado,Neutro,Alto,Grão,Lentilha
9,56,17,"26,14","66,77","6,26","46,48","84,34",Moderado,Neutro,Alto,Grão,Lentilha
14,74,15,"28,0","65,58","6,49","49,94","86,48",Moderado,Neutro,Alto,Grão,Lentilha
14,76,20,"29,06","62,11","7,04","36,5","86,26",Moderado,Neutro,Alto,Grão,Lentilha
36,65,16,"25,71","64,11","7,69","50,17","78,32",Moderado,Alcalino,Alto,Grão,Lentilha
28,67,21,"21,8","63,73","6,25","46,62","87,65",Moderado,Neutro,Alto,Grão,Lentilha
28,79,16,"24,71","60,27","6,05","53,12","82,26",Moderado,Neutro,Alto,Grão,Lentilha
40,61,22,"20,95","65,81","7,0","44,24","73,93",Moderado,Neutro,Alto,Grão,Lentilha
10,70,19,"24,85","68,98","7,27","41,61","88,67",Moderado,Neutro,Alto,Grão,Lentilha
12,80,19,"21,91","65,22","5,96","36,1","85,43",Moderado,Neutro,Alto,Grão,Lentilha
37,77,20,"25,93","68,71","7,08","51,02","77,28",Moderado,Neutro,Alto,Grão,Lentilha
0,67,22,"29,82","69,41","6,59","51,56","73,84",Moderado,Neutro,Alto,Grão,Lentilha
7,73,25,"27,52","63,13","7,29","45,21","80,97",Moderado,Neutro,Alto,Grão,Lentilha
10,56,18,"28,0","68,64","7,33","46,11","84,47",Moderado,Neutro,Alto,Grão,Lentilha
39,70,15,"20,77","63,9","6,37","47,93","74,25",Moderado,Neutro,Alto,Grão,Lentilha
26,56,22,"23,05","60,42","7,01","52,6","83,7",Moderado,Neutro,Alto,Grão,Lentilha
9,77,17,"21,66","63,58","6,28","38,08","82,12",Moderado,Neutro,Alto,Grão,Lentilha
4,59,19,"26,25","67,63","7,62","40,81","80,56",Moderado,Alcalino,Alto,Grão,Lentilha
34,73,15,"20,97","63,83","7,63","53,1","76,19",Moderado,Alcalino,Alto,Grão,Lentilha
33,77,15,"23,9","66,32","7,8","40,75","78,87",Moderado,Alcalino,Alto,Grão,Lentilha
2,24,38,"24,56","91,64","5,92","111,97","76,47",Moderado,Neutro,Alto,Fruta,Romã
6,18,37,"19,66","89,94","5,94","108,05","84,86",Moderado,Neutro,Alto,Fruta,Romã
8,26,36,"18,78","87,4","6,8","102,52","78,6",Moderado,Neutro,Alto,Fruta,Romã
37,18,39,"24,15","94,51","6,42","110,23","79,82",Moderado,Neutro,Alto,Fruta,Romã
0,27,38,"22,45","89,9","6,74","109,39","74,29",Moderado,Neutro,Alto,Fruta,Romã
31,25,38,"24,96","92,41","6,5","109,42","79,72",Moderado,Neutro,Alto,Fruta,Romã
21,21,38,"22,55","89,33","6,33","104,9","94,1",Moderado,Neutro,Alto,Fruta,Romã
6,30,40,"22,77","91,45","6,36","106,97","77,5",Moderado,Neutro,Alto,Fruta,Romã
25,27,41,"19,2","94,28","6,92","108,04","84,06",Moderado,Neutro,Alto,Fruta,Romã
15,11,38,"23,13","92,68","6,63","109,39","87,03",Moderado,Neutro,Baixo,Fruta,Romã
14,5,36,"24,93","85,19","5,83","104,77","78,03",Moderado,Neutro,Baixo,Fruta,Romã
16,10,41,"24,77","85,64","6,74","105,76","86,02",Moderado,Neutro,Baixo,Fruta,Romã
36,7,37,"19,87","86,36","5,78","108,32","70,77",Moderado,Neutro,Baixo,Fruta,Romã
4,20,41,"24,27","93,8","6,54","104,54","82,43",Moderado,Neutro,Alto,Fruta,Romã
29,22,40,"23,63","89,73","6,15","107,68","86,61",Moderado,Neutro,Alto,Fruta,Romã
16,15,42,"19,68","89,09","6,89","108,55","91,39",Moderado,Neutro,Alto,Fruta,Romã
18,27,41,"22,37","92,31","7,18","104,82","90,34",Moderado,Neutro,Alto,Fruta,Romã
11,18,42,"21,58","94,88","5,94","102,86","89,84",Moderado,Neutro,Alto,Fruta,Romã
5,15,38,"18,26","88,17","5,71","108,08","80,32",Moderado,Neutro,Alto,Fruta,Romã
18,23,44,"23,71","89,62","6,18","105,65","92,07",Moderado,Neutro,Alto,Fruta,Romã
9,8,40,"22,49","89,92","6,55","111,66","80,46",Moderado,Neutro,Baixo,Fruta,Romã
40,27,45,"21,66","94,79","5,89","112,43","70,26",Moderado,Neutro,Alto,Fruta,Romã
22,23,44,"20,13","89,32","6,14","107,34","90,41",Moderado,Neutro,Alto,Fruta,Romã
9,16,39,"18,41","91,12","6,1","105,18","85,17",Moderado,Neutro,Alto,Fruta,Romã
12,29,40,"19,68","89,75","6,59","111,28","82,44",Moderado,Neutro,Alto,Fruta,Romã
0,17,42,"23,2","91,19","6,86","109,09","79,56",Moderado,Neutro,Alto,Fruta,Romã
2,21,44,"18,92","87,31","6,57","102,8","78,05",Moderado,Neutro,Alto,Fruta,Romã
28,6,40,"22,11","91,34","6,77","106,87","79,98",Moderado,Neutro,Baixo,Fruta,Romã
8,23,44,"18,47","89,69","7,13","108,48","82,25",Moderado,Neutro,Alto,Fruta,Romã
29,16,36,"19,81","88,93","5,74","102,86","84,37",Moderado,Neutro,Alto,Fruta,Romã
17,18,43,"24,49","90,84","5,84","103,2","93,7",Moderado,Neutro,Alto,Fruta,Romã
34,21,42,"18,76","89,93","6,65","111,02","80,97",Moderado,Neutro,Alto,Fruta,Romã
21,23,42,"19,54","90,3","6,9","104,37","91,32",Moderado,Neutro,Alto,Fruta,Romã
25,17,40,"18,91","87,75","6,61","111,28","89,69",Moderado,Neutro,Alto,Fruta,Romã
8,25,36,"19,91","94,95","6,83","104,03","80,19",Moderado,Neutro,Alto,Fruta,Romã
26,18,42,"19,73","89,65","6,91","108,23","90,49",Moderado,Neutro,Alto,Fruta,Romã
4,19,42,"23,83","87,84","6,31","111,22","83,39",Moderado,Neutro,Alto,Fruta,Romã
36,24,41,"24,94","94,26","7,01","103,88","76,18",Moderado,Neutro,Alto,Fruta,Romã
5,24,40,"24,69","93,87","6,3","104,67","79,68",Moderado,Neutro,Alto,Fruta,Romã
19,17,39,"24,72","85,56","6,73","111,28","94,2",Moderado,Neutro,Alto,Fruta,Romã
39,30,38,"20,13","87,6","6,97","108,07","69,45",Moderado,Neutro,Alto,Fruta,Romã
5,29,44,"21,02","93,06","5,58","104,78","75,47",Moderado,Neutro,Alto,Fruta,Romã
4,24,43,"22,4","88,15","7,2","109,87","79,89",Moderado,Neutro,Alto,Fruta,Romã
38,21,35,"20,34","89,38","5,84","110,97","77,13",Moderado,Neutro,Alto,Fruta,Romã
37,11,36,"24,25","85,56","6,71","106,92","72,57",Moderado,Neutro,Baixo,Fruta,Romã
9,25,41,"24,82","91,91","5,97","109,29","82,52",Moderado,Neutro,Alto,Fruta,Romã
29,22,43,"19,66","87,95","5,56","106,04","84,71",Moderado,Neutro,Alto,Fruta,Romã
5,21,38,"22,43","90,34","6,11","112,46","83,58",Moderado,Neutro,Alto,Fruta,Romã
22,26,38,"22,92","85,13","6,99","110,24","87,7",Moderado,Neutro,Alto,Fruta,Romã
4,18,37,"22,92","85,41","7,13","106,28","82,98",Moderado,Neutro,Alto,Fruta,Romã
21,6,41,"24,88","89,4","7,09","107,2","83,95",Moderado,Neutro,Baixo,Fruta,Romã
29,21,45,"23,41","93,13","6,75","105,22","84,95",Moderado,Neutro,Alto,Fruta,Romã
23,5,44,"21,21","94,26","7,16","107,57","81,31",Moderado,Neutro,Baixo,Fruta,Romã
13,7,43,"18,2","91,12","7,01","109,66","79,92",Moderado,Neutro,Baixo,Fruta,Romã
5,13,37,"22,34","89,79","5,65","103,32","80,21",Moderado,Neutro,Baixo,Fruta,Romã
27,24,41,"24,33","90,88","6,61","110,46","85,33",Moderado,Neutro,Alto,Fruta,Romã
7,23,35,"19,75","88,72","7,05","102,55","80,95",Moderado,Neutro,Alto,Fruta,Romã
12,20,39,"19,86","86,2","6,03","111,02","89,54",Moderado,Neutro,Alto,Fruta,Romã
4,19,43,"18,07","93,15","5,78","106,36","81,87",Moderado,Neutro,Alto,Fruta,Romã
3,9,45,"23,89","89,62","6,54","104,62","73,22",Moderado,Neutro,Baixo,Fruta,Romã
1,27,36,"23,99","93,34","5,68","104,99","72,51",Moderado,Neutro,Alto,Fruta,Romã
23,30,44,"20,94","85,43","6,12","103,03","82,53",Moderado,Neutro,Alto,Fruta,Romã
24,21,42,"20,82","87,23","7,0","109,44","91,12",Moderado,Neutro,Alto,Fruta,Romã
13,30,37,"20,86","91,62","6,28","106,87","82,36",Moderado,Neutro,Alto,Fruta,Romã
40,11,44,"24,46","86,11","6,32","111,38","69,54",Moderado,Neutro,Alto,Fruta,Romã
21,9,40,"24,51","90,64","5,96","105,62","86,93",Moderado,Neutro,Baixo,Fruta,Romã
3,27,44,"24,57","92,03","6,59","110,96","74,11",Moderado,Neutro,Alto,Fruta,Romã
40,29,42,"24,63","89,02","7,1","110,7","68,66",Moderado,Neutro,Alto,Fruta,Romã
14,25,40,"20,07","90,98","6,41","103,71","87,96",Moderado,Neutro,Alto,Fruta,Romã
38,14,37,"21,81","94,64","6,66","102,65","75,94",Moderado,Neutro,Baixo,Fruta,Romã
34,9,36,"22,81","86,34","6,28","110,44","74,33",Moderado,Neutro,Baixo,Fruta,Romã
32,14,37,"22,73","88,49","6,83","104,68","81,43",Moderado,Neutro,Baixo,Fruta,Romã
18,21,35,"23,28","94,94","6,37","111,14","92,52",Moderado,Neutro,Alto,Fruta,Romã
8,23,38,"19,3","87,18","7,01","105,48","82,91",Moderado,Neutro,Alto,Fruta,Romã
15,6,41,"19,01","88,84","6,9","108,68","82,35",Moderado,Neutro,Baixo,Fruta,Romã
0,5,36,"24,35","90,89","6,15","105,53","67,0",Moderado,Neutro,Baixo,Fruta,Romã
22,9,44,"24,72","88,88","5,74","112,19","83,85",Moderado,Neutro,Baixo,Fruta,Romã
14,8,43,"21,93","94,46","7,05","111,72","83,47",Moderado,Neutro,Baixo,Fruta,Romã
31,11,45,"24,84","86,89","6,03","107,64","77,5",Moderado,Neutro,Baixo,Fruta,Romã
39,17,45,"18,1","90,42","6,92","104,88","75,36",Moderado,Neutro,Alto,Fruta,Romã
10,5,42,"20,24","91,09","6,89","109,25","77,54",Moderado,Neutro,Baixo,Fruta,Romã
8,28,38,"23,23","94,43","6,84","105,69","79,12",Moderado,Neutro,Alto,Fruta,Romã
32,13,42,"23,5","92,98","5,79","106,62","80,61",Moderado,Neutro,Baixo,Fruta,Romã
18,9,40,"19,45","89,02","5,63","106,16","88,24",Moderado,Neutro,Baixo,Fruta,Romã
20,27,41,"20,51","92,52","5,7","110,58","89,41",Moderado,Neutro,Alto,Fruta,Romã
39,25,36,"18,9","95,0","5,57","107,61","71,76",Moderado,Neutro,Alto,Fruta,Romã
20,7,45,"18,91","89,24","6,08","112,48","83,41",Moderado,Neutro,Baixo,Fruta,Romã
11,10,45,"22,63","88,46","6,4","109,04","82,14",Moderado,Neutro,Baixo,Fruta,Romã
40,18,43,"19,39","86,79","5,77","109,91","76,66",Moderado,Neutro,Alto,Fruta,Romã
3,26,39,"24,38","91,19","7,08","103,6","76,29",Moderado,Neutro,Alto,Fruta,Romã
9,16,36,"23,78","92,93","5,89","106,98","85,01",Moderado,Neutro,Alto,Fruta,Romã
30,20,38,"22,6","93,16","7,06","110,09","86,6",Moderado,Neutro,Alto,Fruta,Romã
40,9,41,"24,38","85,4","5,78","106,13","69,31",Moderado,Neutro,Alto,Fruta,Romã
40,30,35,"20,89","91,08","6,27","104,44","67,8",Moderado,Neutro,Alto,Fruta,Romã
32,25,35,"18,1","85,71","5,89","107,01","76,94",Moderado,Neutro,Alto,Fruta,Romã
33,23,45,"20,0","85,84","7,12","112,34","78,82",Moderado,Neutro,Alto,Fruta,Romã
4,14,41,"19,85","89,81","6,43","102,82","80,01",Moderado,Neutro,Baixo,Fruta,Romã
13,17,45,"21,25","92,65","7,16","106,28","90,17",Moderado,Neutro,Alto,Fruta,Romã
39,24,39,"23,65","93,33","6,43","109,81","74,72",Moderado,Neutro,Alto,Fruta,Romã
8,28,37,"23,88","86,21","6,08","108,31","78,44",Moderado,Neutro,Alto,Fruta,Romã
91,94,46,"29,37","76,25","6,15","92,83","90,74",Moderado,Neutro,Alto,Fruta,Banana
105,95,50,"27,33","83,68","5,85","101,05","95,26",Moderado,Neutro,Alto,Fruta,Banana
108,92,53,"27,4","82,96","6,28","104,94","95,09",Moderado,Neutro,Alto,Fruta,Banana
86,76,54,"29,32","80,12","5,93","90,11","91,55",Moderado,Neutro,Alto,Fruta,Banana
80,77,49,"26,05","79,4","5,52","113,23","92,89",Moderado,Neutro,Alto,Fruta,Banana
93,94,53,"25,87","84,42","6,08","114,54","92,04",Moderado,Neutro,Alto,Fruta,Banana
90,92,55,"27,01","80,19","6,13","97,33","93,2",Moderado,Neutro,Alto,Fruta,Banana
108,89,53,"29,55","78,07","5,81","99,34","93,67",Moderado,Neutro,Alto,Fruta,Banana
108,88,55,"26,29","83,39","5,89","113,87","93,08",Moderado,Neutro,Alto,Fruta,Banana
105,77,52,"29,16","76,16","5,82","100,01","94,85",Moderado,Neutro,Alto,Fruta,Banana
118,88,52,"28,65","82,69","5,84","98,75","92,98",Moderado,Neutro,Alto,Fruta,Banana
101,87,54,"29,07","76,5","6,38","100,17","95,0",Moderado,Neutro,Alto,Fruta,Banana
95,75,50,"28,08","75,26","5,62","118,28","94,03",Moderado,Neutro,Alto,Fruta,Banana
106,85,53,"27,2","78,81","5,92","99,72","96,24",Moderado,Neutro,Alto,Fruta,Banana
86,95,49,"28,05","78,05","6,46","108,4","93,15",Moderado,Neutro,Alto,Fruta,Banana
83,79,55,"25,15","83,35","5,57","98,67","91,95",Moderado,Neutro,Alto,Fruta,Banana
85,95,47,"25,94","78,34","6,21","119,85","90,09",Moderado,Neutro,Alto,Fruta,Banana
109,79,45,"27,67","79,69","6,49","108,66","95,29",Moderado,Neutro,Alto,Fruta,Banana
100,76,45,"25,57","75,94","5,59","102,79","94,75",Moderado,Neutro,Alto,Fruta,Banana
117,86,48,"28,7","82,54","6,23","116,16","92,62",Moderado,Neutro,Alto,Fruta,Banana
114,94,53,"26,34","76,85","6,19","118,69","90,69",Moderado,Neutro,Alto,Fruta,Banana
110,78,50,"25,94","78,9","5,92","98,22","95,35",Moderado,Neutro,Alto,Fruta,Banana
94,70,48,"25,14","84,88","6,2","91,46","91,44",Moderado,Neutro,Alto,Fruta,Banana
80,71,47,"27,51","80,8","6,16","105,08","93,14",Moderado,Neutro,Alto,Fruta,Banana
114,79,51,"26,21","82,34","6,31","112,07","94,48",Moderado,Neutro,Alto,Fruta,Banana
88,78,45,"29,1","79,2","6,32","92,08","92,18",Moderado,Neutro,Alto,Fruta,Banana
112,73,48,"29,24","77,32","5,71","90,67","91,54",Moderado,Neutro,Alto,Fruta,Banana
117,76,47,"25,56","77,38","6,12","93,1","91,41",Moderado,Neutro,Alto,Fruta,Banana
111,87,48,"26,4","81,36","5,57","98,17","94,68",Moderado,Neutro,Alto,Fruta,Banana
89,83,47,"28,1","77,8","5,63","109,54","95,16",Moderado,Neutro,Alto,Fruta,Banana
93,91,47,"27,85","83,31","6,1","117,29","93,04",Moderado,Neutro,Alto,Fruta,Banana
92,81,52,"27,39","81,47","6,44","94,31","95,89",Moderado,Neutro,Alto,Fruta,Banana
105,74,45,"25,15","81,38","6,1","119,22","92,01",Moderado,Neutro,Alto,Fruta,Banana
102,71,48,"28,65","79,29","5,7","102,46","95,44",Moderado,Neutro,Alto,Fruta,Banana
94,91,51,"29,16","76,67","5,62","109,58","94,18",Moderado,Neutro,Alto,Fruta,Banana
116,71,47,"27,57","82,06","6,44","91,34","91,54",Moderado,Neutro,Alto,Fruta,Banana
117,79,49,"25,41","82,36","6,18","112,98","93,31",Moderado,Neutro,Alto,Fruta,Banana
119,72,55,"25,99","83,34","6,22","112,08","90,55",Moderado,Neutro,Alto,Fruta,Banana
99,73,53,"26,29","81,06","5,87","118,67","93,94",Moderado,Neutro,Alto,Fruta,Banana
91,84,52,"29,15","78,71","6,39","117,54","93,93",Moderado,Neutro,Alto,Fruta,Banana
80,90,47,"26,6","79,36","6,21","107,39","92,88",Moderado,Neutro,Alto,Fruta,Banana
101,70,48,"25,36","75,03","6,01","116,55","92,52",Moderado,Neutro,Alto,Fruta,Banana
108,89,53,"29,12","80,18","5,91","112,4","93,97",Moderado,Neutro,Alto,Fruta,Banana
100,80,52,"27,54","77,26","6,05","110,33","97,25",Moderado,Neutro,Alto,Fruta,Banana
109,91,53,"29,67","83,51","6,01","110,25","92,79",Moderado,Neutro,Alto,Fruta,Banana
82,78,46,"25,06","84,97","5,74","110,44","91,51",Moderado,Neutro,Alto,Fruta,Banana
106,70,55,"25,87","78,52","5,74","116,3","91,79",Moderado,Neutro,Alto,Fruta,Banana
